jlpt ,Vocab-expression,Vocab-kana,one (thing),Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana
JLPT0,不愉快,ふゆかい,pleasant - delightful,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,彼の話を聞いて<b>不愉快</b>になった。,かれ の はなし を きいて <b>ふゆかい</b> に なった,I got upset listening to his story.,[sound:3dc13630a9aac8100f6f5863ddc080bc.mp3],,不愉快[ふゆかい],彼[かれ]の 話[はなし]を 聞[き]いて<b> 不愉快[ふゆかい]</b>になった。
JLPT2,愉快,ゆかい,readiness - resolution,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,彼らはとても<b>愉快</b>な人たちです。,かれら は とても <b>ゆかい</b> な ひとたち です,Theyre very pleasant people.,[sound:cc8a558aeb3d09899f83934e695be6d0.mp3],,愉快[ゆかい],彼[かれ]らはとても<b> 愉快[ゆかい]</b>な 人[ひと]たちです。
JLPT2,覚悟,かくご,chase - pursue,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>覚悟</b>はできています。,<b>かくご</b> は できて います,I am prepared.,[sound:7dc317f027496fc9e0adc8860d664aea.mp3],,覚悟[かくご],<b> 覚悟[かくご]</b>はできています。
JLPT2,追う,おう,thumb,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,警官は怪しい男の後を<b>追った</b>よ。,けいかん は あやしい おとこ の あと を <b>おった</b> よ,The police officer went after the suspicious man.,[sound:5139df9eb8efa62cca8d5e9deccea10c.mp3],,追[お]う,警官[けいかん]は 怪[あや]しい 男[おとこ]の 後[あと]を<b> 追[お]った</b>よ。
JLPT2,親指,おやゆび,suspicious - dubious,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>親指</b>を怪我しました。,<b>おやゆび</b> を けがしました,I injured my thumb.,[sound:932ec2765b2a3f9764f0bd5544967950.mp3],,親指[おやゆび],<b> 親指[おやゆび]</b>を 怪我[けが]しました。
JLPT2,怪しい,あやしい,suspect,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,その男の行動は<b>怪しかった</b>わ。,その おとこ の こうどう は <b>あやしかった</b> わ,That mans behavior was suspicious.,[sound:e4ca8d1e804c640184402a4e1db0c7ab.mp3],,怪[あや]しい,その 男[おとこ]の 行動[こうどう]は<b> 怪[あや]しかった</b>わ。
JLPT0,怪しむ,あやしむ,army - troops,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,警察はそのグループを<b>怪しんでいます</b>。,けいさつ は その ぐるーぷ を <b>あやしんで います</b>,The police are suspicious of the group.,[sound:2576b37e42e5eeeacab26d9d7a842074.mp3],,怪[あや]しむ,警察[けいさつ]はそのグループを<b> 怪[あや]しんでいます</b>。
JLPT2,軍,ぐん,pointed - acute,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,怪我人は<b>軍</b>の病院に運ばれたよ。,けがにん は <b>ぐん</b> の びょういん に はこばれた よ,The injured were taken to the army hospital.,[sound:438cd7d82a42f4d9d935de69146f57bb.mp3],,軍[ぐん],怪我人[けがにん]は<b> 軍[ぐん]</b>の 病院[びょういん]に 運[はこ]ばれたよ。
JLPT2,鋭い,するどい,prevent - defend,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,<b>鋭い</b>刃物で指を怪我した。,<b>するどい</b> はもの で ゆび を けが した,I injured my finger on the sharp knife.,[sound:b74b8fe529977a7e6b83e278e9f4bc42.mp3],,鋭[するど]い,<b> 鋭[するど]い</b> 刃物[はもの]で 指[ゆび]を 怪我[けが]した。
JLPT2,防ぐ,ふせぐ,revival - rebirth,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,怪我を<b>防ぐ</b>ためによくストレッチをしてください。,けが を <b>ふせぐ</b> ため に よく すとれっち を して ください,Please stretch well to prevent injuries.,[sound:7556b64d5de4aca9583517a0cfbe70f2.mp3],,防[ふせ]ぐ,怪我[けが]を<b> 防[ふせ]ぐ</b>ためによくストレッチをしてください。
JLPT1,復活,ふっかつ,neighborhood - environs,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,その選手は怪我を乗り越えて<b>復活</b>したわね。,その せんしゅ は けが を のりこえて <b>ふっかつ</b> した わ ね,The player recovered from the injury.,[sound:f93eae75c5a4369a93a1e456a0a32c10.mp3],,復活[ふっかつ],その 選手[せんしゅ]は 怪我[けが]を 乗[の]り 越[こ]えて<b> 復活[ふっかつ]</b>したわね。
JLPT2,付近,ふきん,allowance - medical care,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,事件現場<b>付近</b>で怪しい人物を見た。,じけん げんば <b>ふきん</b> で あやしい じんぶつ を みた,A suspicious person was seen in the vicinity of the crime scene.,[sound:b52d081afb32223d60e8bac1b2f83153.mp3],,付近[ふきん],事件現場[じけん げんば]<b> 付近[ふきん]</b>で 怪[あや]しい 人物[じんぶつ]を 見[み]た。
JLPT0,手当て,てあて,index finger,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼女は急いで怪我の<b>手当て</b>をしたよ。,かのじょ は いそいで けが の <b>てあて</b> を した よ,She quickly administered first aid treatment.,[sound:252f9ca3f6067e0abe53b7e8f60dc085.mp3],,手当[てあ]て,彼女[かのじょ]は 急[いそ]いで 怪我[けが]の<b> 手当[てあ]て</b>をしたよ。
JLPT0,人差し指,ひとさしゆび,boundary - limit,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女は<b>人差し指</b>を怪我したの。,かのじょ は <b>ひとさしゆび</b> を けが した の 。,She injured her forefinger.,[sound:d3165690346850a1cf5fec47f2b718d2.mp3],,人差[ひとさ]し 指[ゆび],彼女[かのじょ]は<b> 人差[ひとさ]し 指[ゆび]</b>を 怪我[けが]したの。
JLPT2,限界,げんかい,showing off,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,もう我慢の<b>限界</b>です。,もう がまん の <b>げんかい</b> です,I cant take any more.,[sound:9088792c03456cdfcbffcc7e9c2f4a12.mp3],,限界[げんかい],もう 我慢[がまん]の<b> 限界[げんかい]</b>です。
JLPT2,自慢,じまん,admiration,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼女はよく自分の成績を<b>自慢</b>するよね。,かのじょ は よく じぶん の せいせき を <b>じまん</b> する よ ね,She often boasts about her results.,[sound:bb548fe85caed3dd286f8561e6ffa28e.mp3],,自慢[じまん],彼女[かのじょ]はよく 自分[じぶん]の 成績[せいせき]を<b> 自慢[じまん]</b>するよね。
JLPT2,感心,かんしん,a little - a few,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,彼の我慢強さには<b>感心</b>しました。,かれ の がまんづよさ に は <b>かんしん</b> しました,I admired his patience.,[sound:625aee76df232f11c1619e31151c252d.mp3],,感心[かんしん],彼[かれ]の 我慢強[がまんづよ]さには<b> 感心[かんしん]</b>しました。
JLPT2,少々,しょうしょう,vulgar - low,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>少々</b>のことは我慢します。,<b>しょうしょう</b> の こと は がまん します,I can put up with minor things.,[sound:f6a567312700e7eb58a5241ecf352dda.mp3],,少々[しょうしょう],<b> 少々[しょうしょう]</b>のことは 我慢[がまん]します。
JLPT2,下品,げひん,manga - comics,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,彼女の<b>下品</b>なふるまいには我慢できない。,かのじょ の <b>げひん</b> な ふるまい に は がまん できない,I cant put up with her vulgar behavior.,[sound:4527b3e7dec1f83657cee1184bf0c29a.mp3],,下品[げひん],彼女[かのじょ]の<b> 下品[げひん]</b>なふるまいには 我慢[がまん]できない。
JLPT3,漫画,まんが,enclose - encircle,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,妹は<b>漫画</b>が好きです。,いもうと は <b>まんが</b> が すき です,My little sister likes manga.,[sound:86ce1ae4d80e862294344069ae4c92e0.mp3],,漫画[まんが],妹[いもうと]は<b> 漫画[まんが]</b>が 好[す]きです。
JLPT2,囲む,かこむ,dining table,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,久しぶりに家族全員で食卓を<b>囲みました</b>。,ひさしぶり に かぞく ぜんいん で しょくたく を <b>かこみました</b>,We had the entire family around the dinner table for the first time in a long time.,[sound:6870799b9f21a03e4661b97a1a0df851.mp3],,囲[かこ]む,久[ひさ]しぶりに 家族全員[かぞく ぜんいん]で 食卓[しょくたく]を<b> 囲[かこ]みました</b>。
JLPT2,食卓,しょくたく,origin - source,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>食卓</b>に花を飾りましょう。,<b>しょくたく</b> に はな を かざりましょう,Lets decorate the dining table with flowers.,[sound:ac9c021a1daeef2bfd7f4687f52e9d5f.mp3],,食卓[しょくたく],<b> 食卓[しょくたく]</b>に 花[はな]を 飾[かざ]りましょう。
JLPT2,元,もと,pocket calculator,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,あの人は卓球の<b>元</b>選手です。,あの ひと は たっきゅう の <b>もと</b>せんしゅ です,Thats a former table tennis player.,[sound:7aaccede7adfbc84e5ed79501100704e.mp3],,元[もと],あの 人[ひと]は 卓球[たっきゅう]の<b> 元[もと]</b> 選手[せんしゅ]です。
JLPT0,電卓,でんたく,welcome,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この<b>電卓</b>はポケットに入ります。,この <b>でんたく</b> は ぽけっと に はいります,This calculator fits in your pocket.,[sound:52e238149d593aceacec72251d61628f.mp3],,電卓[でんたく],この<b> 電卓[でんたく]</b>はポケットに 入[はい]ります。
JLPT2,歓迎,かんげい,doctor - physician,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,温かい<b>歓迎</b>を受けました。,あたたかい <b>かんげい</b> を うけました,I received a warm welcome.,[sound:39cc9218ab23e795c7e5732cfd2fcbe2.mp3],,歓迎[かんげい],温[あたた]かい<b> 歓迎[かんげい]</b>を 受[う]けました。
JLPT2,医師,いし,suggest - recommend,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>医師</b>に入院を勧められたの。,<b>いし</b> に にゅういん を すすめられた の,The doctor suggested I admit myself to a hospital.,[sound:1f4ec9f9aa6e85b0b8d83f59c63833a8.mp3],,医師[いし],<b> 医師[いし]</b>に 入院[にゅういん]を 勧[すす]められたの。
JLPT2,勧める,すすめる,feel pressured - feel hurried,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,<b>勧められて</b>欲しくもないものを買っちゃったよ。,<b>すすめられて</b> ほしく も ない もの を かっちゃった よ,On someones advice - I ended up buying something I didnt want.,[sound:f9e1631861215c9b4c242c4e645d52c1.mp3],,勧[すす]める,<b> 勧[すす]められて</b> 欲[ほ]しくもないものを 買[か]っちゃったよ。
JLPT1,焦る,あせる,scorch - burn,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,何をそんなに<b>焦っている</b>のですか。,なに を そんなに <b>あせって いる</b> の です か,What are you in such a hurry for?,[sound:a475ca938f8643f3172e8041ef5ee5df.mp3],,焦[あせ]る,何[なに]をそんなに<b> 焦[あせ]っている</b>のですか。
JLPT2,焦げる,こげる,hero,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,シチューが<b>焦げた</b>よー。,しちゅー が <b>こげた</b> よー,The stew burnt.,[sound:333a3ef0af3d021b01c87a5c532f38d1.mp3],,焦[こ]げる,シチューが<b> 焦[こ]げた</b>よー。
JLPT1,英雄,えいゆう,mountain range,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼は国の<b>英雄</b>ですね。,かれ は くに の <b>えいゆう</b> です ね,He is a national hero.,[sound:6f706b0bb113f49ee1e9095fe9416fd8.mp3],,英雄[えいゆう],彼[かれ]は 国[くに]の<b> 英雄[えいゆう]</b>ですね。
JLPT1,山脈,さんみゃく,grand - magnificent,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,列車の窓から雄大な<b>山脈</b>が見えたんだよ。,れっしゃ の まど から ゆうだい な <b>さんみゃく</b> が みえた ん だ よ,I was able to see a magnificent mountain range from the window of the train.,[sound:abcb8f1ee45f3ce2a252eb90b091d002.mp3],,山脈[さんみゃく],列車[れっしゃ]の 窓[まど]から 雄大[ゆうだい]な<b> 山脈[さんみゃく]</b>が 見[み]えたんだよ。
JLPT0,雄大,ゆうだい,just - surely,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,<b>雄大</b>な景色に感動したの。,<b>ゆうだい</b> な けしき に かんどう した の,I was impressed by the magnificent scenery.,[sound:67e91441ccc814902603966a24ac6411.mp3],,雄大[ゆうだい],<b> 雄大[ゆうだい]</b>な 景色[けしき]に 感動[かんどう]したの。
JLPT0,正に,まさに,acquisition,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,彼は<b>正に</b>英雄ね。,かれ は <b>まさに</b> えいゆう ね,Hes a real hero.,[sound:f099aac8a25ad62dbc53c02d3b6bf12b.mp3],,正[まさ]に,彼[かれ]は<b> 正[まさ]に</b> 英雄[えいゆう]ね。
JLPT1,獲得,かくとく,harvest - harvesting,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,その選手の<b>獲得</b>賞金は2億円だって。,その せんしゅ の <b>かくとく</b> しょうきん は におくえん だって,I hear the acquisition bonus for that player is 200 million yen.,[sound:4318614d46228d2eb295934f62fd4009.mp3],,獲得[かくとく],その 選手[せんしゅ]の<b> 獲得[かくとく]</b> 賞金[しょうきん]は 2億円[におくえん]だって。
JLPT2,収穫,しゅうかく,childish - infantile,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verbal Noun,お米の<b>収穫</b>が始まったね。,おこめ の <b>しゅうかく</b> が はじまった ね,The rice harvest has started.,[sound:cd42063e612f72926215130ced7b9e78.mp3],,収穫[しゅうかく],お 米[こめ]の<b> 収穫[しゅうかく]</b>が 始[はじ]まったね。
JLPT2,幼稚,ようち,rice plant,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,その考えは少し<b>幼稚</b>だと思う。,その かんがえ は すこし <b>ようち</b> だ と おもう,I think that ideas a bit childish.,[sound:ff7e24552b29f4b6b9eb0d07f8c48e77.mp3],,幼稚[ようち],その 考[かんが]えは 少[すこ]し<b> 幼稚[ようち]</b>だと 思[おも]う。
JLPT2,稲,いね,earn - make money,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,日本は<b>稲</b>の品種が多いよ。,にっぽん は <b>いね</b> の ひんしゅ が おおい よ,Japan has lots of varieties of rice.,[sound:2431d38371e36e47e547a5cd1ad0979f.mp3],,稲[いね],日本[にっぽん]は<b> 稲[いね]</b>の 品種[ひんしゅ]が 多[おお]いよ。
JLPT2,稼ぐ,かせぐ,school expenses - tuition,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,彼はお金をだいぶ<b>稼いだ</b>らしいよ。,かれ は おかね を だいぶ <b>かせいだ</b> らしい よ,I hear he earned a lot of money.,[sound:03f9977a67a35ab12c78f11a653253e2.mp3],,稼[かせ]ぐ,彼[かれ]はお 金[かね]をだいぶ<b> 稼[かせ]いだ</b>らしいよ。
JLPT0,学費,がくひ,name,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼はアルバイトをして<b>学費</b>を稼いだんだ。,かれ は あるばいと を して <b>がくひ</b> を かせいだ ん だ 。,He worked part-time to earn his tuition money.,[sound:6638fca0d0eaf21ded13275b78ec2e96.mp3],,学費[がくひ],彼[かれ]はアルバイトをして<b> 学費[がくひ]</b>を 稼[かせ]いだんだ。
JLPT1,名称,めいしょう,order - method,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,みんなで製品の<b>名称</b>を考えました。,みんな で せいひん の <b>めいしょう</b> を かんがえました,Everyone thought about the name of the product.,[sound:6c828637181b1e31875e15c720c8bd26.mp3],,名称[めいしょう],みんなで 製品[せいひん]の<b> 名称[めいしょう]</b>を 考[かんが]えました。
JLPT1,秩序,ちつじょ,manuscript paper - writing pad,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,その国の社会<b>秩序</b>は乱れているわ。,その くに の しゃかい <b>ちつじょ</b> は みだれて いる わ,Social order in that country is in a state of chaos.,[sound:da118d26ac1692b3afb1483290603821.mp3],,秩序[ちつじょ],その 国[くに]の 社会[しゃかい]<b> 秩序[ちつじょ]</b>は 乱[みだ]れているわ。
JLPT0,原稿用紙,げんこうようし,nature - property,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,作文を書くのに<b>原稿用紙</b>を使ったの。,さくぶん を かく の に <b>げんこうようし</b> を つかった の,I used writing paper to write my composition on.,[sound:05880c22b3081663dae5fecb3dbc77c1.mp3],,原稿用紙[げんこうようし],作文[さくぶん]を 書[か]くのに<b> 原稿用紙[げんこうようし]</b>を 使[つか]ったの。
JLPT2,性質,せいしつ,calm - mild,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,この犬は穏やかな<b>性質</b>だよ。,この いぬ は おだやか な <b>せいしつ</b> だ よ,This dog has a calm nature.,[sound:8696414bc406e2b20717f960b6b67454.mp3],,性質[せいしつ],この 犬[いぬ]は 穏[おだ]やかな<b> 性質[せいしつ]</b>だよ。
JLPT2,穏やか,おだやか,wave - fluctuations,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,彼らは<b>穏やか</b>な暮らしをしているの。,かれら は <b>おだやか</b> な くらし を して い の,They live a quiet life.,[sound:6540810d407f738f6500361d0e2e0696.mp3],,穏[おだ]やか,彼[かれ]らは<b> 穏[おだ]やか</b>な 暮[く]らしをしているの。
JLPT2,波,なみ,hide - conceal,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今日の海は<b>波</b>が穏やかです。,きょう の うみ は <b>なみ</b> が おだやか です,Waves are calm on the sea today.,[sound:bcc4d24e66bc4f68f8f9dfa299af95e2.mp3],,波[なみ],今日[きょう]の 海[うみ]は<b> 波[なみ]</b>が 穏[おだ]やかです。
JLPT2,隠す,かくす,surprise - amazement,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,僕に<b>隠している</b>ことは無いですか。,ぼく に <b>かくして いる</b> こと は ない です か,You arent hiding anything from me - are you?,[sound:9c733e2563470b9a0701db96b73b9b3a.mp3],,隠[かく]す,僕[ぼく]に<b> 隠[かく]している</b>ことは 無[な]いですか。
JLPT1,驚き,おどろき,help - thanks to,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女は<b>驚き</b>を隠せませんでしたよ。,かのじょ は <b>おどろき</b> を かくせませんでした よ,She was not able to conceal her surprise.,[sound:116e94f44cc1a889a0d5c02f92232368.mp3],,驚[おどろ]き,彼女[かのじょ]は<b> 驚[おどろ]き</b>を 隠[かく]せませんでしたよ。
JLPT0,お陰,おかげ,shade - behind the scenes,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,先生の<b>お陰</b>で大学に合格できました。,せんせい の <b>おかげ</b> で だいがく に ごうかく できました,Thanks to the teacher - I was able to pass the college entrance exam.,[sound:35bc23f6a3bb06aab4f4d73232d75567.mp3],,お 陰[かげ],先生[せんせい]の<b>お 陰[かげ]</b>で 大学[だいがく]に 合格[ごうかく]できました。
JLPT2,陰,かげ,place behind something,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>陰</b>で少し休憩しましょう。,<b>かげ</b> で すこし きゅうけい しましょう,Lets take a break in the shade.,[sound:33fcb1ffcf9ce2b171c00ea12df81c62.mp3],,陰[かげ],<b> 陰[かげ]</b>で 少[すこ]し 休憩[きゅうけい]しましょう。
JLPT0,物陰,ものかげ,charm - attraction,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,私たちは<b>物陰</b>に隠れたんだ。,わたしたち は <b>ものかげ</b> に かくれた ん だ,We hid ourselves away.,[sound:372d6f1b838c48c44472c5f13901ab7c.mp3],,物陰[ものかげ],私[わたし]たちは<b> 物陰[ものかげ]</b>に 隠[かく]れたんだ。
JLPT2,魅力,みりょく,lump - ingot,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,彼女の明るさに<b>魅力</b>を感じました。,かのじょ の あかるさ に <b>みりょく</b> を かんじました,I was charmed by her cheerfulness.,[sound:7c38c9bbeb7ef6a669dbb8c0cb33b32c.mp3],,魅力[みりょく],彼女[かのじょ]の 明[あか]るさに<b> 魅力[みりょく]</b>を 感[かん]じました。
JLPT2,塊,かたまり,ugly - bad-looking,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,道に土の<b>塊</b>ができてたよ。,みち に つち の <b>かたまり</b> が できてた よ,A clump of earth had formed on the road.,[sound:ddfddf0a40d24f431c384438dc3f42c7.mp3],,塊[かたまり],道[みち]に 土[つち]の<b> 塊[かたまり]</b>ができてたよ。
JLPT2,醜い,みにくい,mean - greedy,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,<b>醜い</b>争いはやめましょう。,<b>みにくい</b> あらそい は やめましょう,Lets stop an ugly fight.,[sound:9a6c3177c171aa5630635c5f08d70c80.mp3],,醜[みにく]い,<b> 醜[みにく]い</b> 争[あらそ]いはやめましょう。
JLPT1,卑しい,いやしい,crush - smash,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,彼は金に<b>卑しい</b>ね。,かれ は かね に <b>いやしい</b> ね,Hes greedy for money.,[sound:9d67bb79eecad6bc1a0cfb9472160c4e.mp3],,卑[いや]しい,彼[かれ]は 金[かね]に<b> 卑[いや]しい</b>ね。
JLPT2,砕く,くだく,be crushed - break down,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,氷を細かく<b>砕いて</b>ください。,こおり を こまかく <b>くだいて</b> ください,Please crush the ice into small pieces.,[sound:555bf44492c7ceb7e69a1935798d2a64.mp3],,砕[くだ]く,氷[こおり]を 細[こま]かく<b> 砕[くだ]いて</b>ください。
JLPT2,砕ける,くだける,basis - foundation,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Verb,石が粉々に<b>砕けました</b>ね。,いし が こなごな に <b>くだけました</b> ね,The stone was crushed to pieces.,[sound:b3027ebd10653b7d897efc81313a7ff1.mp3],,砕[くだ]ける,石[いし]が 粉々[こなごな]に<b> 砕[くだ]けました</b>ね。
JLPT2,基礎,きそ,shellfish - shell,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,今ドイツ語の<b>基礎</b>を学んでいます。,いま どいつご の <b>きそ</b> を まなんで います,We are learning the basics of German at the moment.,[sound:5893c8231620f7c5e1e7f37607431518.mp3],,基礎[きそ],今[いま]ドイツ 語[ご]の<b> 基礎[きそ]</b>を 学[まな]んでいます。
JLPT2,貝,かい,slimy,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,浜辺できれいな<b>貝</b>を拾いました。,はまべ で きれい な <b>かい</b> を ひろいました,I found a beautiful shell on the beach.,[sound:0f0f3e69cd1ebac020d974e383316382.mp3],,貝[かい],浜辺[はまべ]できれいな<b> 貝[かい]</b>を 拾[ひろ]いました。
JLPT0,ぬるぬる,ぬるぬる,beach - seashore,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,うなぎは<b>ぬるぬる</b>していますね。,うなぎは<b>ぬるぬる</b>していますね。,Eels are slimy.,[sound:71bd18320258e2189bd8ad59daaae91b.mp3],,ぬるぬる,うなぎは<b>ぬるぬる</b>していますね。
JLPT1,浜辺,はまべ,wise - smart,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,<b>浜辺</b>できれいな貝がらを拾いました。,<b>はまべ</b> で きれい な かいがら を ひろいました,I picked up a beautiful shell on the beach.,[sound:0d4588e746e65be91978d7907733f9d3.mp3],,浜辺[はまべ],<b> 浜辺[はまべ]</b>できれいな 貝[かい]がらを 拾[ひろ]いました。
JLPT2,賢い,かしこい,king,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,彼は冷静で<b>賢い</b>男だね。,かれ は れいせい で <b>かしこい</b> おとこ だ ね,He is a calm - wise man.,[sound:33ddbfd16a10913c5dd17b3257d4a596.mp3],,賢[かしこ]い,彼[かれ]は 冷静[れいせい]で<b> 賢[かしこ]い</b> 男[おとこ]だね。
JLPT2,王様,おうさま,cunning - sly,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,その国の<b>王様</b>はとても賢い。,その くに の <b>おうさま</b> は とても かしこい,That countrys king is very wise.,[sound:35ffbdbef5a1fb360487d7c56a986cda.mp3],,王様[おうさま],その 国[くに]の<b> 王様[おうさま]</b>はとても 賢[かしこ]い。
JLPT0,悪賢い,わるがしこい,frequently - repeatedly,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjective,彼は<b>悪賢い</b>男だな。,かれ は <b>わるがしこい</b> おとこ だ な,Hes a cunning fellow.,[sound:abcc2c3e11edf0f996d680f91f515d97.mp3],,悪賢[わるがしこ]い,彼[かれ]は<b> 悪賢[わるがしこ]い</b> 男[おとこ]だな。
JLPT0,頻りに,しきりに,mental state - psychology,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,彼は<b>頻りに</b>時計を気にしていた。,かれ は <b>しきりに</b> とけい を き に して いた,He keeps looking at the clock.,[sound:97ebb83a1545afc6789ce9f9571efe7d.mp3],,頻[しき]りに,彼[かれ]は<b> 頻[しき]りに</b> 時計[とけい]を 気[き]にしていた。
JLPT2,心理,しんり,final - final game,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,顧客<b>心理</b>を理解することは重要です。,こきゃく <b>しんり</b> を りかい する こと は じゅうよう です,Its important to understand customer psychology.,[sound:49e94cdb9fe0a7cb70b50c385dde2a59.mp3],,心理[しんり],顧客[こきゃく]<b> 心理[しんり]</b>を 理解[りかい]することは 重要[じゅうよう]です。
JLPT1,決勝,けっしょう,stubborn - obstinate,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Noun,僕たちは頑張って<b>決勝</b>まで進んだよ。,ぼくたち は がんばって <b>けっしょう</b> まで すすんだ よ,We tried hard and advanced to the finals.,[sound:360d67de202da3b0f4aa8df3791c9e45.mp3],,決勝[けっしょう],僕[ぼく]たちは 頑張[がんば]って<b> 決勝[けっしょう]</b>まで 進[すす]んだよ。
JLPT1,頑固,がんこ,jump - hop,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adjectival Noun,なんて<b>頑固</b>な子だ。,なんて <b>がんこ</b> な こ だ,What an obstinate child she is!,[sound:a62e4829f7adb253b5ca72de59021ee4.mp3],,頑固[がんこ],なんて<b> 頑固[がんこ]</b>な 子[こ]だ。
JLPT0,ぴょんぴょん,ぴょんぴょん,be stunned in disappointment or disbelief,sound-vocab/bdc5f88b912f85251908f1cfa5efc115.mp3,Adverb,カエルが<b>ぴょんぴょん</b>はねているね。,かえる が <b>ぴょんぴょん</b> はねて いる ね,Frogs are jumping around the pond.,[sound:166778979991a655170d0633a6a08e6c.mp3],,ぴょんぴょん,カエルが<b>ぴょんぴょん</b>はねているね。
